IPAddress,Duration (in seconds),Finished,RecordedDate,ResponseId,consent,ID,browser_info_Resolution,timer_pitch_deck_First Click,timer_pitch_deck_Last Click,timer_pitch_deck_Page Submit,timer_pitch_deck_Click Count,timer_mc_quality_First Click,timer_mc_quality_Last Click,timer_mc_quality_Page Submit,timer_mc_quality_Click Count,invest_prob_1,cvpa_v_1,cvpa_v_2,cvpa_v_3,cvpa_v_4,cvpa_a_1,cvpa_a_2,cvpa_a_3,cvpa_a_4,cvpa_r_1,cvpa_r_2,cvpa_r_3,age,gender,invest_experience,attention_check,attention_check_99_TEXT,comprehension_check,PROLIFIC_PID,fluency_condition,quality_condition,device
294,90,FALSE,2022-11-30T16:03:50Z,R_4TKnKkPt906wI6Z,yes,294,393x852,79.392,79.392,80.744,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,high,low,mobile
168,123,FALSE,2022-11-30T16:11:13Z,R_2dsZpR7ANC6DuBK,yes,168,1366x768,1.857,4.176,94.334,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,high,low,NA
190,36,FALSE,2022-11-30T16:14:22Z,R_3MmrJCelSILBlOV,yes,190,360x740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,low,low,mobile
295,23,FALSE,2022-11-30T16:14:24Z,R_1mpUhT7g5M4sCoH,yes,295,390x844,1.989,3.106,9.506,2,4.373,6.591,7.14,4,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,low,low,mobile
214,30,FALSE,2022-11-30T16:17:16Z,R_10w5Fu3RBdC4UJu,yes,214,800x1280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,high,low,mobile
296,180,TRUE,2022-11-30T16:18:13Z,R_xzlQ3QNLjFpQotb,yes,296,1536x864,6.627,86.044,86.338,2,33.559,34.672,35.306,2,59,Strongly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,39,Male,5,Other,I have read this text carefully,HR technology,296,high,high,NA
297,228,TRUE,2022-11-30T16:22:11Z,R_3FP2pJgB9fDCxE0,yes,297,1280x720,2.933,2.933,141.422,1,4.134,4.134,5.128,1,100,Agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Agree,45,Male,3,Other,I have read this text carefully,HR technology,297,high,high,NA
298,194,TRUE,2022-11-30T16:22:25Z,R_3jcACZNUbrr41Yy,yes,298,1280x720,15.922,15.922,125.868,1,6.34,6.34,6.935,1,75,Agree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Agree,33,Female,0,Other,I have read this text carefully,HR technology,298,high,low,NA
199,39,FALSE,2022-11-30T16:22:27Z,R_2XcJgXsN5Pmp8A8,yes,199,1280x720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,high,low,NA
299,257,TRUE,2022-11-30T16:23:14Z,R_3iyZXNrBO011cIW,yes,299,1440x900,5.849,5.849,131.938,1,5.759,5.759,6.749,1,60,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,42,Female,8,Other,I have read this text carefully,HR technology,299,high,high,NA
300,362,TRUE,2022-11-30T16:24:00Z,R_1MVYP0pVaTXqYwg,yes,300,1536x864,17.055,17.055,61.059,1,5.466,5.466,7.66,1,20,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,47,Male,5,Other,I have read this text carefully,HR technology,300,low,low,NA
301,408,TRUE,2022-11-30T16:24:48Z,R_2eWO7UGN1A0Y3rk,yes,301,1440x900,184.674,184.674,295.574,1,1.59,2.391,3.129,2,32,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,26,Male,1,Other,I have read this text carefully,HR technology,301,low,low,NA
302,333,TRUE,2022-11-30T16:25:28Z,R_1rND9QxiU4S5vsT,yes,302,1280x720,7.461,7.461,240.021,1,2.981,4.774,5.475,5,90,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,36,Male,10,Other,I have read this text carefully,HR technology,302,low,low,NA
303,442,TRUE,2022-11-30T16:27:00Z,R_1i5vphxF1NnmULd,yes,303,1920x1080,18.786,18.786,285.573,1,9.601,9.601,10.848,1,60,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,66,Male,0,Other,I have read this text carefully,HR technology,303,low,high,NA
304,7,FALSE,2022-11-30T16:28:09Z,R_2R8RY9qg4ZekKG2,yes,304,375x812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,high,low,mobile
286,63,FALSE,2022-11-30T16:28:18Z,R_3hiNp30RSMVOEMc,yes,286,375x812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,high,high,mobile
305,230,FALSE,2022-11-30T16:30:10Z,R_vIwDNkrumS8mR0t,yes,305,1366x768,1.173,1.173,7.477,1,1.702,1.702,3.002,1,51,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,29,Male,1,NA,NA,NA,305,low,high,NA
263,12,FALSE,2022-11-30T16:31:57Z,R_3PEKQ1WcasKD8zi,yes,263,1536x864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,high,low,NA
272,273,FALSE,2022-11-30T16:33:54Z,R_22QvE4Jt4tTcqSX,yes,272,1536x864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,low,high,NA
306,2001,FALSE,2022-11-30T16:35:05Z,R_3FJKYn9IbUgXGO3,yes,306,2560x1440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,low,high,NA
284,130,FALSE,2022-11-30T16:38:23Z,R_11i2D1yKIiU4B5V,yes,284,360x740,1.225,74.306,75.04,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,high,high,mobile
