message_id,content,positive_RA1,category_RA1,positive_RA2,category_RA2,AGREED,CAT_AGREED,positive_db,positive_sm,category_db,category_sm,vote_resolved,category_resolved,final_vote,final_category,final_category_standardized
yIuktiLz+AogA03TNwdwerJiV3F9iusEld3K7Ps4mMmY,"Thanks for reaching out to us, but unfortunately, we typically invest in later-stage startups. We wish you all the best with your fundraising efforts.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
WPs=ulTdJhPHJ76-=Wnr85-NHMpG6Z7QP3R2Xa8+SaTw,"This looks interesting, pls apply through our website: [URL].",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
1qLvF3H67SJPIbAodU5I90tDC64hmXmSMV0uJxrfTe=x,"Good evening. I would like to see more detailed financial projections for the next few years, including revenue forecasts, expense breakdowns, and cash flow statements.",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
7hs4TOacvIPejwKmMGrOBzCowtH-j5cAnnHoouui8fuJ,Too early for [FIRM].,0,stage,0,stage,1,1,,,,,,,0,stage,stage
bCA99k8--3A+ZYI6090rArwH-oNGGXr9f8EMOOZZDEeO,Not in our current focus.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
rQSdbukUob0LlgzXwjuJ2JYCc-jU6H2uojpz+z3UqkW6,"We commend your efforts, but we typically only invest in companies that have already demonstrated significant progress and have a well-established team.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
tqTHLdtpbN6CmQ8fwGF68AHlE4Rmh+h2QqvhxPrxd0u2,Thanks for reaching out. Our fund is exclusively allocating to AgTech deals. We are unable to consider this opportunity at this time.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
uWitwsYTIp-BhnU6Bl0ZaNBonjVvmn14TUBdB1kVEPrl,"Hi Pier, Thanks for reaching out. Sadly this is outside our scope (Industrial Tech) so we won't be a good fit
",0,industry,0,industry,1,1,,,,,,,0,industry,industry
6DcqCE0vsarqAHn2GUDW7uWw1F0-=Nm6SYWWgNPccSQO,New Event: [NAME] - 30 Minute Meeting,1,click on link (meeting),1,click on link (meeting),1,1,,,,,,,1,click on link (meeting),meeting
7rBPfraIrGyZB+qHNxSGtEP+OqdCgrHsnO9bLODu5Le0,"Thanks for your interest in [FIRM]. Our intake process for new pitches and potential deals is handled through our website submission form, which helps us to gather structured data and evaluate deals more fully and
more fairly. You can find it here [URL]",1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
BVmEfayTVxZULZMZrxhEZih7aYeGYWSS83B=+XG+SWC=,"We were a bit puzzled by the buzzwords you included in your pitch deck, Pier! However, we at [FIRM] would like to discuss the concept further. Could you provide us some more details regarding the clinical studies?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
NSA9xyGxah9nZ26DBTbbQxOBQ84g0kmpNNKsSG9rSorJ,"Unfortunately, this is not in our focus area.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
TugIJBytl8vFYlZ6URWkz-OUUtCHdtMAs1WCkZN3u1MJ,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
elpazdKyiQA95hllPFmHamcSNH7mFIOLdn86pUCxdH0t,Please remove me from your mailing list,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
EwVZGN=+UGFAC0q-=Jw1mut8ZgXAEeUEdRszn0Jlv2XA,Not within our investment focus.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
hynHCsI6suKdJnjco3OWub7Lh70cPqxjgrNweg=CZl8G,Thanks for reaching out but this is not an area where I invest.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
K0z5LF1fsrktrAeVzagfJOluNCDXZvhxw3VMhmmBmM-A,"We appreciate your interest in our firm, but this is not the right opportunity for us.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
Iozqc-LsUP+50OrH8fBeTR28Fxf1k43w3Q2hPtTQBr7f,"Power, Thanks for thinking of me with this opportunity. Unfortunately, [FIRM] is no longer making new investments and my new fund, [FIRM], does not invest in pharma. Best of luck with the raise!",0,industry,0,no investments,1,0,,,,,,no investments,0,no investments,no investments
eUrDcYZqapvCjybCWEh9aTTswnrmdrOYWDSP9AzV6qya,"Hallo Pier, I'm currently not investing in new companies but will pass your email on to [NAME] that may be interested.",1,referral,1,referral,1,1,,,,,,,1,referral,referral
V1vXZds5FVDI3qAfLXM6oKCqqU-UVpp20GaK4AyXcvDZ,Not within our mandate.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
X6Y5QT2JEJ7U+7j+9Doo78+M72N-CZZ5NH=sz-CqtGHQ,We appreciate your pitch but we're currently not investing in the early-stage companies.,0,stage,0,stage,1,1,,,,,,,0,stage,stage
KN1z=5mhh=ANdfHjKaYrrhAjCWdbk==yu-3c=OMcoSxM,Hi Pier. We invest in companies with >10m in sales. Best of luck,0,stage,0,stage,1,1,,,,,,,0,stage,stage
D+n9A0ciVeDEgoquFpC2kwVGhWMqO4qDp5JVKVoP2BfC,"Please note, I am no longer with [NAME]",0,no investments,0,no specific reason,1,0,,,,,,no investments,0,no investments,no investments
QVSNHf4A6K7EHi7egsRF8ObWfU3yGI9chJb-SAmY1Phh,"We are intrigued by your startup, Pier. Can you explain your revenue streams and profit margins?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
mWhNDP68fY8tFO64LfFHWMkC9gtF0ZQz4bIQDRPbZnKh,"I appreciate you reaching out to us, but we only invest in startups located in specific regions and unfortunately, your company falls outside of our scope.",0,geography,0,geography,1,1,,,,,,,0,geography,geography
mVwBjI4+5TRR+txClJImyTjhoamYvknCMC4EB=5QFqE1,Thanks Pier Sounds terrific! But we dont do med tech. Sorry,0,industry,0,industry,1,1,,,,,,,0,industry,industry
vpiVg5yEn0LnJKXq=WNtTeJ2MtvqqgDB5JeECORmcDK4,How much money do you think need?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
f6+mMEnjbBezTTSkDYKu1XmbNfkmyBtzoEGcBBu6Mcsd,"Your pitch is interesting, but we typically only invest in companies that have already established a clear product-market fit and have a path to scale.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
b8W7rtvX9tFW4XzwTFP5af4uAU2DtX70OC-vbsfYsKJp,"Hi Pier, I'm a colleague of [NAME] and he shared your email with me.  A couple of quick questions: + do you have a lead investor in this round and if so, what are the terms of the raise? + what is the regulatory pathway?  how much of the raise is going to FDA clearance activities?  what is the timing for commercialization? Thanks,",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
m4OmmZXWgx5qpp84ihQlT4JLtRKikZyqvmGUZQPiWJ1K,Not aligned with our interests.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
ONYwgMY7J4zsgO+GL5Lu-Q=05rI-v=SkrSrsyrcPUXAW,Not within our investment expertise.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
nbs27dvsw1wwxLQksBey2uLqH1JNqsMWSPJvBqopn8Vo,Pier. We are not currently making new healthcare investments.,0,industry,0,no investments,1,0,,,,,,industry,0,industry,industry
vgqUmayPRRFcjhBD++XEWwyzSpUgL+yxgaBOt2Bl-i2U,"While we are not actively investing in startups in your industry, we are still interested in receiving updates on your progress and milestones. Please keep us in the loop as you reach key milestones.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
oWstqZqyYFPFPcd-tM0LYi0Zg78CwAoUoXqR=6L2NxjM,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
9jarsqloG1PNIm9eJNtP-5g=JmMp64Kx-kv2KNd4PHQf,"Hi Pier, Thank you for reaching out to [FIRM]. To continue with our investor network, please submit your full business plan here: [URL] Thanks,",1,click on link (full deck),1,more info/clarification,1,0,,,,,,more info/clarification,1,more info/clarification,more info/clarification
ZANJ+fwpVf+=bN-U-TLVQ=wStqnBH4ZgR+A7LlDsBE1y,"Thank you for your pitch, Pier. Can you provide more information about your projected revenue and growth rate?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
KJaq2Iodrc1CY+jgb2siP1RHbrXtQzG-TrOJUEOUZBb3,"Thank you for your pitch, but we believe that your company requires more development before we can consider investing.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
9Zhu3guPi-F2mFq6ol+B5VBaCZdv8TM3UM3m+HqDLT5r,"No, not at this time.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
jy6-97l+0vdWQfsNHGtvgQNcYbVlq8fOuR+ME5kNDbZ8,This is out of our wheelhouse. We do cardiovascular and orthopaedics.,0,industry,0,industry,1,1,,,,,,,0,industry,industry
oFnqq3Fa3bHs2z0tPcy4EszeQh8Ac3og+MuMO1Ft=o6Y,"Hi Pier, Thanks for your email. This is outside of our investment focus at [FIRM] so we will have to pass here.",0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
2zwjOCNV5vtML7PRx7EYoYFznmXKUPyFXcYfn-FkFupj,"Pier,This is not an Investment for us. Many thanks for sharing.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
m6PU2WUTHxNlrXd6n7FV9VaY2cEbx1o==9TuRdcLWhBk,Where are you based?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
8BfaSVOcDXv7f9NprAS=dp=9w0X6LyRIy4UhJYeB6gVQ,"While your pitch is impressive, we have a potential conflict of interest with our existing portfolio, and we regret to inform you that we cannot move forward with your company.",0,portfolio conflict,0,portfolio conflict,1,1,,,,,,,0,portfolio conflict,other
MWIp421664tRNgHcFr42QAISqADiEGE3fm+dt46w=CoA,Not in our investment plans.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
N-D5r5-LIxW-MCEV1M+cFEEwgLOvzq9eTJOHl-Yw8MDS,"Hi Pier, Thank you for sending us your documents and investing your time. We really appreciate your interest in [FIRM]. Unfortunately, we have to inform you that we have decided not to proceed with the investment process at this time. In this case, we have decided not to make an early-stage investment in this segment at this time. All the best,
",0,stage,0,industry,1,0,,,,,,industry,0,industry,industry
k4FPQTy7Xby==S=f9PY5-TP6RpTXE60OAun+4MZZuwvS,Thanks for considering us.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
5PnhdlVTjMlUuPTULHm5y67y6+IplPQ2CRE8V3tKFpm=,Not a fit for our investment goals.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
eK63YyHLwKIjjlwTNCMeyhg3EdTU-r5qgd03zjASxtr1,"Thanks for reaching out. This is very near and dear to me because I was diagnosed with Stargardt's Disease in my early 20s and have dealt with declining vision over the past ~20 years. I unfortunately do not have enough liquidity at the moment to make a startup investment, but would love it if you could stay in touch with me on progress of the business every 6 months or so.",1,updates,1,updates,1,1,,,,,,,1,updates,updates
aMzN-Ytcw30PsimFmcrAl4Uf7I77yCsOT059qyFmLeCG,Not aligned with our investment strategy.,0,investment strategy,0,no specific reason,1,0,,,,,,investment strategy,0,investment strategy,investment strategy
JdiPRD4ec0qE-EUgWoP6J8gWuuQvf7xicRRLzk3Gx=8d,Hi Pier. Thanks for the brief information on Brachytix.  Our fund unfornately is not mandated to invest in startup companies.  I wish you all the best in your fund raising endeavous.,0,investment strategy,0,stage,1,0,,,,,,stage,0,stage,stage
EK9G6KMZN9P8xRLMzthYw5teWhcmVeqKlomEuYOE6i76,"Your startup looks promising, but unfortunately, we are not active in the pharma industry.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
3IjQ7xz82FTOfrxt1ocIQa3ZXZvZG4RzbseKXTadaqZj,"Hi Pier, Thanks for reaching out and the opportunity.  I have a relatively narrow focus of investments and this falls outside of my sphere of expertise and influence, so as a result I'm not a good fit for you.  I wish you all the
best,",0,industry,0,industry,1,1,,,,,,,0,industry,industry
1RwO8-DlyRME3GbReMpakR=UXTuSND6ygLNMcZTtVkqL,"No, not a fit.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
bNlzFjVEj2rBZkn=93NKa0rex03pU44DKVlxpTvjKmis,"Thank you for sharing your pitch with us. While your idea is intriguing, we believe that your startup is still in its early stage and requires more evidence before we can consider investing.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
uMokKQ5YFSKSf7Fv+vNI4vq9x6ftaq+VxClCG6lA1n58,"We appreciate the opportunity, but we are currently focused on other industries and cannot pursue investments in pharma at this time.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
pnEP0V39ZxDtXvMSZCfoS9r=oPT0e2q1NHk8Wz0XpPox,Not pursuing.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
cVeF78nkWKqohcuR4Jjj4DSy0zXk2v+X+RcGJ6R-a6S=,How does your cap table look like?,1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
R-DV6Ydf5NtL=B-nwJKtBA4rgN8riuK0Z10Zpfj7gNtd,"Hi Pier, Thank you for reaching out to us and for sending your pitch deck. Unfortunately, we are going to have to pass on this investment opportunity as our focus is set primarily on B2B SaaS in Germany at pre-seed & seed. All the best and kind regards,",0,geography,0,industry,1,0,,,,,,industry,0,industry,industry
dTk9JmlY9Q=4MN3VUMflsYenVRHBR2caUVYR3OHIvMPb,"Hi, I'm a bit skpetical about the potential of your product. Could you please send me more information on your financial plan?",1,more info/clarification,1,more info/clarification,1,1,,,,,,,1,more info/clarification,more info/clarification
lw4wITIAJE9v78poMbOMyuCorDewADCjB6DS2myRUGgq,"Pier, thanks for the note - but this is not our industry.
",0,industry,0,industry,1,1,,,,,,,0,industry,industry
VTTXaspIIu=MehrFJUXzWiYaOquLvUH33T+TqOZu30lh,"Thanks for the pitch. We're always interested in new opportunities, but we need more information to determine if it's a good fit for us.",1,more info/clarification,0,no specific reason,0,0,1,1,more info/clarification,more info/clarification,1,more info/clarification,1,more info/clarification,more info/clarification
BcqUJDBllABwdIeSRtxe3zcCNOiBeewf2mZPgVzVjaYK,Unsubscribe,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
jFZH2YI6y+pTUl4dvrMr8rxGDrvDdqkNdY9TOdY0zo12,"Hi Pier, Thanks for the email - I don't think it's for us.",0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
PBgAFo=2mVoekGEF+SIyowEk2NYRJ7nppavGfXTfXG=H,"We appreciate your pitch, but at this time, we believe that your company requires more evidence of its market potential and scalability before we can consider investing.",0,stage,0,stage,1,1,,,,,,,0,stage,stage
qGNwPAjA9BKpzaXGUAqRvHIoG=7Cxc5t6iEnqBk9hieu,"Thank you for your pitch, but our investment mandate prohibits us from investing in companies that conflict with our existing portfolio companies.",0,portfolio conflict,0,portfolio conflict,1,1,,,,,,,0,portfolio conflict,other
xJskQIeWoT=0bLuaCYNyyIJJ1+E=SjqsN+4GwCeUzis6,Not a possibility.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
h=wzt5I7KuDgxysmOeT-DKwQJH4eIKY87eyTvpOFOx44,Thanks for reaching out! For new investment opportunities we ask that founders submit information to our pitch form. Can you fill out the requested information in this form? [URL] Thanks!,1,formal application,1,formal application,1,1,,,,,,,1,formal application,formal application
Bu+0XAPnyLL6TqF2HF9u52oLiTWfOnyUueMlHY9m+KBB,Not something we can pursue at this time.,0,no specific reason,0,no specific reason,1,1,,,,,,,0,no specific reason,no specific reason
kwv1+YCsWg5r89DywJWIeChiGFO9pUXzqNcqb0fhg3ez,"Hi Pier, Thanks for reaching out and sharing the info on Brachytix. Unfortunately, we aren't a fit in this case as we the opportunity doesn't fit our focus areas of applied AI, marketplaces and web3.",0,industry,0,industry,1,1,,,,,,,0,industry,industry
upBAcD+=HBdfqBVgFUP2Dt7vJywD-RjyrjIl4fNm-dNY,Please share the full deck with me.,1,more info/clarification,1,click on link (full deck),1,0,,,,,,click on link (full deck),1,click on link (full deck),more info/clarification
